snr, val
-40, -2.854539
-35, -2.761221
-30, -2.591081
-25, -2.276212
-20, -1.683539
-15, -0.565092
-10, 1.429037
-5, 4.432680
0, 7.906468
5, 10.851078
10, 12.612245
15, 13.376701
20, 13.647336
25, 13.734028
30, 13.760237
35, 13.767659
40, 13.769500
