snr, val
-40, -2.770021
-35, -2.623893
-30, -2.354691
-25, -1.850270
-20, -0.896617
-15, 0.842816
-10, 3.607838
-5, 7.046783
0, 10.209225
5, 12.268155
10, 13.218791
15, 13.563062
20, 13.672314
25, 13.704041
30, 13.712177
35, 13.713656
40, 13.713506
