snr, val
-40, -2.466774
-35, -2.132251
-30, -1.530937
-25, -0.533770
-20, 0.775916
-15, 1.910403
-10, 2.529091
-5, 2.770922
0, 2.849876
5, 2.872928
10, 2.878767
15, 2.879758
20, 2.879587
25, 2.879259
30, 2.879002
35, 2.878835
40, 2.878733
