snr, val
-40, -2.842954
-35, -2.672347
-30, -2.355816
-25, -1.757504
-20, -0.621178
-15, 1.421902
-10, 4.536118
-5, 8.237476
0, 11.582145
5, 13.794675
10, 14.855647
15, 15.260417
20, 15.399183
25, 15.445274
30, 15.460655
35, 15.465925
40, 15.467816
