snr, val
-40, -2.882242
-35, -2.752808
-30, -2.514615
-25, -2.068226
-20, -1.219256
-15, 0.364151
-10, 3.009476
-5, 6.570218
0, 10.273107
5, 13.179610
10, 14.829474
15, 15.529889
20, 15.780436
25, 15.864139
30, 15.891673
35, 15.900822
40, 15.903947
