snr, val
-40, -2.763813
-35, -2.590061
-30, -2.268896
-25, -1.667673
-20, -0.554709
-15, 1.322697
-10, 3.808954
-5, 6.058745
0, 7.393229
5, 7.958378
10, 8.156509
15, 8.220356
20, 8.240071
25, 8.245918
30, 8.247537
35, 8.247919
40, 8.247966
