snr, val
-40, -2.969413
-35, -2.921497
-30, -2.835060
-25, -2.677571
-20, -2.386272
-15, -1.837446
-10, -0.794683
-5, 1.104860
0, 4.095936
5, 7.824138
10, 11.422428
15, 14.030128
20, 15.400217
25, 15.954900
30, 16.150864
35, 16.217123
40, 16.239619
