snr, val
-40, -2.589406
-35, -2.327761
-30, -1.838949
-25, -0.918818
-20, 0.749501
-15, 3.372206
-10, 6.532244
-5, 9.226468
0, 10.791772
5, 11.441961
10, 11.660092
15, 11.724283
20, 11.740568
25, 11.743339
30, 11.742868
35, 11.741962
40, 11.741249
