snr, val
-40, -2.775809
-35, -2.614775
-30, -2.317421
-25, -1.759771
-20, -0.713788
-15, 1.129078
-10, 3.816969
-5, 6.668829
0, 8.721696
5, 9.737171
10, 10.123558
15, 10.252338
20, 10.292702
25, 10.304820
30, 10.308243
35, 10.309091
40, 10.309227
