snr, val
-40, -2.823831
-35, -2.711809
-30, -2.506766
-25, -2.125364
-20, -1.405014
-15, -0.057205
-10, 2.254597
-5, 5.490726
0, 8.910710
5, 11.525587
10, 12.931153
15, 13.495385
20, 13.686778
25, 13.746449
30, 13.763919
35, 13.768565
40, 13.769533
