snr, val
-40, -2.420085
-35, -1.966517
-30, -1.115193
-25, 0.422321
-20, 2.812120
-15, 5.582835
-10, 7.765607
-5, 8.928926
0, 9.393725
5, 9.553765
10, 9.605653
15, 9.622079
20, 9.627210
25, 9.628788
30, 9.629262
35, 9.629397
40, 9.629432
