snr, val
-40, -2.288441
-35, -1.738430
-30, -0.699478
-25, 1.179173
-20, 4.115004
-15, 7.731806
-10, 11.120608
-5, 13.438191
0, 14.571185
5, 15.000933
10, 15.143355
15, 15.187469
20, 15.200398
25, 15.203862
30, 15.204603
35, 15.204636
40, 15.204534
