snr, val
-40, -2.358404
-35, -1.847024
-30, -0.905777
-25, 0.684392
-20, 2.799749
-15, 4.691744
-10, 5.785179
-5, 6.240679
0, 6.400827
5, 6.453535
10, 6.470533
15, 6.476005
20, 6.477779
25, 6.478364
30, 6.478563
35, 6.478633
40, 6.478659
