snr, val
-40, -2.659850
-35, -2.414254
-30, -1.954909
-25, -1.084302
-20, 0.531935
-15, 3.228325
-10, 6.908696
-5, 10.929646
0, 14.445056
5, 16.771109
10, 17.896973
15, 18.328189
20, 18.475369
25, 18.523626
30, 18.539353
35, 18.544535
40, 18.546286
