snr, val
-40, -2.544387
-35, -2.187270
-30, -1.513190
-25, -0.245754
-20, 1.968425
-15, 5.182624
-10, 8.779286
-5, 11.784134
0, 13.586091
5, 14.379745
10, 14.667779
15, 14.763892
20, 14.795122
25, 14.805249
30, 14.808570
35, 14.809684
40, 14.810072
