snr, val
-40, -2.152969
-35, -1.447458
-30, -0.243658
-25, 1.396685
-20, 2.880817
-15, 3.725626
-10, 4.068337
-5, 4.185260
0, 4.222170
5, 4.233264
10, 4.236393
15, 4.237164
20, 4.237284
25, 4.237253
30, 4.237204
35, 4.237167
40, 4.237143
