snr, val
-40, -2.549870
-35, -2.222292
-30, -1.605252
-25, -0.439682
-20, 1.645328
-15, 4.838720
-10, 8.760986
-5, 12.625973
0, 15.601735
5, 17.284895
10, 17.998976
15, 18.253590
20, 18.337995
25, 18.365363
30, 18.374233
35, 18.377142
40, 18.378118
