snr, val
-40, -2.525199
-35, -2.183407
-30, -1.539226
-25, -0.324324
-20, 1.834127
-15, 5.102457
-10, 9.084828
-5, 13.021535
0, 16.106337
5, 17.900397
10, 18.682241
15, 18.967227
20, 19.063936
25, 19.096358
30, 19.107435
35, 19.111379
40, 19.112871
