snr, val
-40, -2.462673
-35, -2.044971
-30, -1.258013
-25, 0.190914
-20, 2.562717
-15, 5.590676
-10, 8.339045
-5, 10.046555
0, 10.806089
5, 11.080999
10, 11.171684
15, 11.200496
20, 11.209469
25, 11.212207
30, 11.213014
35, 11.213237
40, 11.213288
