snr, val
-40, -2.396678
-35, -1.927207
-30, -1.048972
-25, 0.517287
-20, 2.877328
-15, 5.465521
-10, 7.355797
-5, 8.294170
0, 8.653264
5, 8.774523
10, 8.813478
15, 8.825721
20, 8.829506
25, 8.830649
30, 8.830980
35, 8.831068
40, 8.831086
