snr, val
-40, -2.308293
-35, -1.818018
-30, -0.891887
-25, 0.810127
-20, 3.595512
-15, 7.310579
-10, 11.270781
-5, 14.605140
0, 16.686033
5, 17.630273
10, 17.971837
15, 18.081466
20, 18.114192
25, 18.123153
30, 18.125177
35, 18.125360
40, 18.125161
