snr, val
-40, -2.536571
-35, -2.178668
-30, -1.502589
-25, -0.228312
-20, 2.013277
-15, 5.325466
-10, 9.194157
-5, 12.730636
0, 15.151121
5, 16.349002
10, 16.809783
15, 16.964985
20, 17.014284
25, 17.029426
30, 17.033904
35, 17.035141
40, 17.035430
