snr, val
-40, -2.755013
-35, -2.584920
-30, -2.270102
-25, -1.677043
-20, -0.554129
-15, 1.469667
-10, 4.608021
-5, 8.507140
0, 12.375870
5, 15.363062
10, 17.049703
15, 17.759611
20, 18.008882
25, 18.089356
30, 18.114261
35, 18.121678
40, 18.123750
