snr, val
-40, -2.427704
-35, -1.982114
-30, -1.138368
-25, 0.428344
-20, 3.044655
-15, 6.592317
-10, 10.340252
-5, 13.353908
0, 15.108107
5, 15.861396
10, 16.128477
15, 16.215043
20, 16.241885
25, 16.249894
30, 16.252138
35, 16.252685
40, 16.252766
