snr, val
-40, -2.247426
-35, -1.653476
-30, -0.532022
-25, 1.477185
-20, 4.554198
-15, 8.267944
-10, 11.711511
-5, 14.064312
0, 15.218539
5, 15.658321
10, 15.804886
15, 15.850697
20, 15.864358
25, 15.868161
30, 15.869069
35, 15.869189
40, 15.869134
