snr, val
-40, -2.587982
-35, -2.300935
-30, -1.762148
-25, -0.742336
-20, 1.116777
-15, 4.082830
-10, 7.900888
-5, 11.826117
0, 14.991933
5, 16.871013
10, 17.691962
15, 17.984990
20, 18.079773
25, 18.108883
30, 18.117388
35, 18.119662
40, 18.120146
