snr, val
-40, -1.882288
-35, -1.057202
-30, 0.383125
-25, 2.478322
-20, 4.643802
-15, 6.104535
-10, 6.783831
-5, 7.036390
0, 7.121639
5, 7.149532
10, 7.158634
15, 7.161643
20, 7.162665
25, 7.163027
30, 7.163163
35, 7.163219
40, 7.163243
