snr, val
-40, -2.893851
-35, -2.826693
-30, -2.716720
-25, -2.563407
-20, -2.410337
-15, -2.313788
-10, -2.273026
-5, -2.259636
0, -2.255953
5, -2.255194
10, -2.255192
15, -2.255326
20, -2.255444
25, -2.255524
30, -2.255573
35, -2.255602
40, -2.255619
