snr, val
-40, -2.871641
-35, -2.792786
-30, -2.668264
-25, -2.508873
-20, -2.370426
-15, -2.294831
-10, -2.266066
-5, -2.257359
0, -2.255257
5, -2.255006
10, -2.255164
15, -2.255348
20, -2.255481
25, -2.255565
30, -2.255616
35, -2.255645
40, -2.255662
