snr, val
-40, -2.727642
-35, -2.598123
-30, -2.459796
-25, -2.365712
-20, -2.324992
-15, -2.312599
-10, -2.310133
-5, -2.310313
0, -2.310924
5, -2.311430
10, -2.311766
15, -2.311971
20, -2.312091
25, -2.312161
30, -2.312200
35, -2.312223
40, -2.312235
