snr, val
-40, -2.810503
-35, -2.695517
-30, -2.542641
-25, -2.401522
-20, -2.319634
-15, -2.287148
-10, -2.277010
-5, -2.274444
0, -2.274055
5, -2.274176
10, -2.274352
15, -2.274485
20, -2.274571
25, -2.274623
30, -2.274653
35, -2.274670
40, -2.274680
