snr, val
-40, -2.584356
-35, -2.261944
-30, -1.654106
-25, -0.503814
-20, 1.559821
-15, 4.725762
-10, 8.594204
-5, 12.330394
0, 15.090043
5, 16.570033
10, 17.171496
15, 17.380106
20, 17.447688
25, 17.468944
30, 17.475494
35, 17.477458
40, 17.478018
