snr, val
-40, -2.567604
-35, -2.262518
-30, -1.688943
-25, -0.603954
-20, 1.358797
-15, 4.437602
-10, 8.330275
-5, 12.290460
0, 15.474626
5, 17.367524
10, 18.197882
15, 18.496036
20, 18.593378
25, 18.623771
30, 18.632940
35, 18.635567
40, 18.636244
