snr, val
-40, -2.206841
-35, -1.574021
-30, -0.380879
-25, 1.736045
-20, 4.915929
-15, 8.675163
-10, 12.101782
-5, 14.407810
0, 15.526580
5, 15.951293
10, 16.093342
15, 16.138224
20, 16.151910
25, 16.155904
30, 16.156973
35, 16.157203
40, 16.157214
