snr, val
-40, -2.680412
-35, -2.456120
-30, -2.037751
-25, -1.245526
-20, 0.236005
-15, 2.765406
-10, 6.337396
-5, 10.375077
0, 14.043832
5, 16.593602
10, 17.883272
15, 18.387148
20, 18.558351
25, 18.613091
30, 18.630053
35, 18.635150
40, 18.636604
