snr, val
-40, -2.268483
-35, -1.743743
-30, -0.752825
-25, 1.055198
-20, 3.962763
-15, 7.761734
-10, 11.755425
-5, 15.096515
0, 17.179534
5, 18.128536
10, 18.475079
15, 18.588251
20, 18.623162
25, 18.633399
30, 18.636154
35, 18.636751
40, 18.636785
