snr, val
-40, -2.739510
-35, -2.556848
-30, -2.218077
-25, -1.578755
-20, -0.370304
-15, 1.783113
-10, 5.050087
-5, 9.022750
0, 12.912015
5, 15.892108
10, 17.567318
15, 18.271870
20, 18.520061
25, 18.600808
30, 18.626171
35, 18.633942
40, 18.636244
