snr, val
-40, -2.786272
-35, -2.632592
-30, -2.348907
-25, -1.815870
-20, -0.805387
-15, 1.038951
-10, 3.974026
-5, 7.701411
0, 11.393852
5, 14.163492
10, 15.664538
15, 16.278250
20, 16.491602
25, 16.560735
30, 16.582457
35, 16.589133
40, 16.591126
