snr, val
-40, -2.403872
-35, -1.935861
-30, -1.049226
-25, 0.590907
-20, 3.299079
-15, 6.917954
-10, 10.703678
-5, 13.737797
0, 15.505436
5, 16.266478
10, 16.537260
15, 16.625492
20, 16.653104
25, 16.661487
30, 16.663924
35, 16.664572
40, 16.664708
