snr, val
-40, -2.887103
-35, -2.750773
-30, -2.500173
-25, -2.033958
-20, -1.172464
-15, 0.296423
-10, 2.270504
-5, 4.036508
0, 5.048109
5, 5.467299
10, 5.615488
15, 5.665167
20, 5.681769
25, 5.687447
30, 5.689476
35, 5.690248
40, 5.690566
