snr, val
-40, -2.965576
-35, -2.894359
-30, -2.765039
-25, -2.526981
-20, -2.080547
-15, -1.230178
-10, 0.361604
-5, 3.043521
0, 6.727664
5, 10.757113
10, 14.275608
15, 16.604380
20, 17.737349
25, 18.176544
30, 18.329691
35, 18.381735
40, 18.399711
