snr, val
-40, -2.916097
-35, -2.814896
-30, -2.629840
-25, -2.285944
-20, -1.636050
-15, -0.412607
-10, 1.718605
-5, 4.748436
0, 7.927095
5, 10.268358
10, 11.474216
15, 11.949857
20, 12.113693
25, 12.167367
30, 12.184742
35, 12.190395
40, 12.192264
