snr, val
-40, -2.810165
-35, -2.626732
-30, -2.288937
-25, -1.668388
-20, -0.592750
-15, 0.934614
-10, 2.403387
-5, 3.289355
0, 3.664551
5, 3.797371
10, 3.841381
15, 3.855737
20, 3.860451
25, 3.862032
30, 3.862583
35, 3.862785
40, 3.862865
