snr, val
-40, -2.973157
-35, -2.913241
-30, -2.804775
-25, -2.606042
-20, -2.235564
-15, -1.532281
-10, -0.200910
-5, 2.139439
0, 5.575674
5, 9.589719
10, 13.347078
15, 16.064084
20, 17.505121
25, 18.093356
30, 18.302000
35, 18.372650
40, 18.396648
