snr, val
-40, -2.919388
-35, -2.809405
-30, -2.607877
-25, -2.232521
-20, -1.523345
-15, -0.203919
-10, 2.001892
-5, 4.875810
0, 7.490238
5, 9.092112
10, 9.795336
15, 10.049259
20, 10.133803
25, 10.161275
30, 10.170202
35, 10.173141
40, 10.174134
