snr, val
-40, -2.977989
-35, -2.925594
-30, -2.830942
-25, -2.658088
-20, -2.337292
-15, -1.730576
-10, -0.576886
-5, 1.504606
0, 4.713954
5, 8.664155
10, 12.557937
15, 15.563703
20, 17.275032
25, 18.008392
30, 18.273635
35, 18.363539
40, 18.393771
